Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
potentially <advmod toxic	potentially	toxic																																1	4.7	AB	"pattern {B [form=""toxic""]; A [form=""potentially""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22toxic%22%5D%3B%20A%20%5Bform%3D%22potentially%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	toxic	13.11	13.11	0.18	11.54	1.00	5.89
potentially <advmod very <advmod serious	potentially	very	serious																															1	4.7	ABC	"pattern {C [form=""serious""]; A [form=""potentially""]; B [form=""very""]; C -[advmod]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BC%20%5Bform%3D%22serious%22%5D%3B%20A%20%5Bform%3D%22potentially%22%5D%3B%20B%20%5Bform%3D%22very%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	serious	21.84	21.84	0.01	7.84	1.00	11.15
practically <advmod unlimited	practically	unlimited																																1	4.7	AB	"pattern {B [form=""unlimited""]; A [form=""practically""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22unlimited%22%5D%3B%20A%20%5Bform%3D%22practically%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	unlimited	16.11	16.11	0.50	13.00	1.00	7.70
pretty <advmod cool	pretty	cool																																1	4.7	AB	"pattern {B [form=""cool""]; A [form=""pretty""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22cool%22%5D%3B%20A%20%5Bform%3D%22pretty%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	cool	7.47	7.47	0.03	8.83	0.99	2.51
pretty <advmod long	pretty	long																																1	4.7	AB	"pattern {B [form=""long""]; A [form=""pretty""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22long%22%5D%3B%20A%20%5Bform%3D%22pretty%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	long	5.19	5.19	0.01	7.57	0.97	1.18
pretty <advmod natural	pretty	natural																																1	4.7	AB	"pattern {B [form=""natural""]; A [form=""pretty""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22natural%22%5D%3B%20A%20%5Bform%3D%22pretty%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	natural	7.47	7.47	0.03	8.83	0.99	2.51
pretty <advmod specific	pretty	specific																																1	4.7	AB	"pattern {B [form=""specific""]; A [form=""pretty""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22specific%22%5D%3B%20A%20%5Bform%3D%22pretty%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	specific	7.00	7.00	0.02	8.64	0.99	2.23
pretty >conj (but <cc incredibly <advmod flat)	pretty	but	incredibly	flat																														1	4.7	ABCD	"pattern {A [form=""pretty""]; D [form=""flat""]; B [form=""but""]; C [form=""incredibly""]; A -[conj]-> D; D -[cc]-> B; D -[advmod]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22pretty%22%5D%3B%20D%20%5Bform%3D%22flat%22%5D%3B%20B%20%5Bform%3D%22but%22%5D%3B%20C%20%5Bform%3D%22incredibly%22%5D%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20B%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	pretty	31.77	31.77	0.01	6.76	1.00	17.13
previously <advmod heat <compound attributed	previously	heat	attributed																															1	4.7	ABC	"pattern {C [form=""attributed""]; A [form=""previously""]; B [form=""heat""]; C -[advmod]-> A; C -[compound]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BC%20%5Bform%3D%22attributed%22%5D%3B%20A%20%5Bform%3D%22previously%22%5D%3B%20B%20%5Bform%3D%22heat%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	attributed	26.35	26.35	0.10	10.63	1.00	13.86
previously <advmod unremarked >advcl (if <mark short <compound lived)	previously	unremarked	if	short	lived																													1	4.7	ABCDE	"pattern {B [form=""unremarked""]; A [form=""previously""]; E [form=""lived""]; C [form=""if""]; D [form=""short""]; B -[advmod]-> A; B -[advcl]-> E; E -[mark]-> C; E -[compound]-> D; B >> A; B << E; E >> C; E >> D} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22unremarked%22%5D%3B%20A%20%5Bform%3D%22previously%22%5D%3B%20E%20%5Bform%3D%22lived%22%5D%3B%20C%20%5Bform%3D%22if%22%5D%3B%20D%20%5Bform%3D%22short%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Badvcl%5D-%3E%20E%3B%20E%20-%5Bmark%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	unremarked	51.56	51.56	0.01	7.74	1.00	29.04
probably <advmod more <advmod sexually <advmod overt	probably	more	sexually	overt																														1	4.7	ABCD	"pattern {D [form=""overt""]; A [form=""probably""]; B [form=""more""]; C [form=""sexually""]; D -[advmod]-> A; D -[advmod]-> B; D -[advmod]-> C; D >> A; D >> B; D >> C} without {D -> X0} without {A -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BD%20%5Bform%3D%22overt%22%5D%3B%20A%20%5Bform%3D%22probably%22%5D%3B%20B%20%5Bform%3D%22more%22%5D%3B%20C%20%5Bform%3D%22sexually%22%5D%3B%20D%20-%5Badvmod%5D-%3E%20A%3B%20D%20-%5Badvmod%5D-%3E%20B%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	overt	35.95	35.95	0.01	7.32	1.00	19.64
prolonged >conj (or <cc repeated)	prolonged	or	repeated																															1	4.7	ABC	"pattern {A [form=""prolonged""]; C [form=""repeated""]; B [form=""or""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22prolonged%22%5D%3B%20C%20%5Bform%3D%22repeated%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	prolonged	21.80	21.80	0.00	5.98	1.00	11.12
prone >obl (to <case iodine <compound deficiency)	prone	to	iodine	deficiency																														1	4.7	ABCD	"pattern {A [form=""prone""]; D [form=""deficiency""]; B [form=""to""]; C [form=""iodine""]; A -[obl]-> D; D -[case]-> B; D -[compound]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22prone%22%5D%3B%20D%20%5Bform%3D%22deficiency%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20%5Bform%3D%22iodine%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	prone	31.28	31.28	0.00	3.87	1.00	16.83
prosperous >conj democratic >conj (and <cc progressive)	prosperous	democratic	and	progressive																														1	4.7	ABCD	"pattern {A [form=""prosperous""]; B [form=""democratic""]; D [form=""progressive""]; C [form=""and""]; A -[conj]-> B; A -[conj]-> D; D -[cc]-> C; A << B; A << D; D >> C} without {A -> X0} without {B -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22prosperous%22%5D%3B%20B%20%5Bform%3D%22democratic%22%5D%3B%20D%20%5Bform%3D%22progressive%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	prosperous	33.35	33.35	0.00	3.72	1.00	18.08
psychological >conj (and <cc biological)	psychological	and	biological																															1	4.7	ABC	"pattern {A [form=""psychological""]; C [form=""biological""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22psychological%22%5D%3B%20C%20%5Bform%3D%22biological%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	psychological	18.72	18.72	0.00	3.31	1.00	9.27
public <compound private	public	private																																1	4.7	AB	"pattern {B [form=""private""]; A [form=""public""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22private%22%5D%3B%20A%20%5Bform%3D%22public%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	private	7.31	7.31	0.02	8.48	0.99	2.42
public >conj (or <cc private)	public	or	private																															1	4.7	ABC	"pattern {A [form=""public""]; C [form=""private""]; B [form=""or""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22public%22%5D%3B%20C%20%5Bform%3D%22private%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	public	15.42	15.42	0.00	5.83	1.00	7.28
purely <advmod arbitrary	purely	arbitrary																																1	4.7	AB	"pattern {B [form=""arbitrary""]; A [form=""purely""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22arbitrary%22%5D%3B%20A%20%5Bform%3D%22purely%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	arbitrary	15.11	15.11	0.40	12.68	1.00	7.10
purely <advmod observational	purely	observational																																1	4.7	AB	"pattern {B [form=""observational""]; A [form=""purely""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22observational%22%5D%3B%20A%20%5Bform%3D%22purely%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	observational	16.11	16.11	0.50	13.00	1.00	7.70
quite <advmod remarkable	quite	remarkable																																1	4.7	AB	"pattern {B [form=""remarkable""]; A [form=""quite""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22remarkable%22%5D%3B%20A%20%5Bform%3D%22quite%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	remarkable	8.97	8.97	0.04	9.19	1.00	3.40
quite <advmod serious	quite	serious																																1	4.7	AB	"pattern {B [form=""serious""]; A [form=""quite""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22serious%22%5D%3B%20A%20%5Bform%3D%22quite%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	serious	7.75	7.75	0.03	8.91	1.00	2.67
quite <advmod sombre	quite	sombre																																1	4.7	AB	"pattern {B [form=""sombre""]; A [form=""quite""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22sombre%22%5D%3B%20A%20%5Bform%3D%22quite%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	sombre	11.14	11.14	0.04	9.39	1.00	4.71
quite <advmod substantial	quite	substantial																																1	4.7	AB	"pattern {B [form=""substantial""]; A [form=""quite""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22substantial%22%5D%3B%20A%20%5Bform%3D%22quite%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	substantial	8.55	8.55	0.03	9.12	1.00	3.16
rain <compound stained	rain	stained																																1	4.7	AB	"pattern {B [form=""stained""]; A [form=""rain""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22stained%22%5D%3B%20A%20%5Bform%3D%22rain%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	stained	12.02	12.02	0.10	10.68	1.00	5.24
rainy >conj (or <cc snowy)	rainy	or	snowy																															1	4.7	ABC	"pattern {A [form=""rainy""]; C [form=""snowy""]; B [form=""or""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22rainy%22%5D%3B%20C%20%5Bform%3D%22snowy%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	rainy	22.80	22.80	0.00	5.98	1.00	11.72
rapidly <advmod expanding	rapidly	expanding																																1	4.7	AB	"pattern {B [form=""expanding""]; A [form=""rapidly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22expanding%22%5D%3B%20A%20%5Bform%3D%22rapidly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	expanding	11.56	11.56	0.12	10.91	1.00	4.96
rapidly <advmod growing	rapidly	growing																																1	4.7	AB	"pattern {B [form=""growing""]; A [form=""rapidly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22growing%22%5D%3B%20A%20%5Bform%3D%22rapidly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	growing	9.73	9.73	0.06	9.87	1.00	3.86
rare >conj (and <cc endangered)	rare	and	endangered																															1	4.7	ABC	"pattern {A [form=""rare""]; C [form=""endangered""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22rare%22%5D%3B%20C%20%5Bform%3D%22endangered%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	rare	17.72	17.72	0.00	3.31	1.00	8.67
rare >conj (and <cc protected)	rare	and	protected																															1	4.7	ABC	"pattern {A [form=""rare""]; C [form=""protected""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22rare%22%5D%3B%20C%20%5Bform%3D%22protected%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	rare	16.31	16.31	0.00	3.31	1.00	7.82
real <advmod real <advmod short	real	real	short																															1	4.7	ABC	"pattern {C [form=""short""]; A [form=""real""]; B [form=""real""]; C -[advmod]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BC%20%5Bform%3D%22short%22%5D%3B%20A%20%5Bform%3D%22real%22%5D%3B%20B%20%5Bform%3D%22real%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	short	18.46	18.46	0.02	8.33	1.00	9.11
real >conj (or <cc imaginary)	real	or	imaginary																															1	4.7	ABC	"pattern {A [form=""real""]; C [form=""imaginary""]; B [form=""or""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22real%22%5D%3B%20C%20%5Bform%3D%22imaginary%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	real	18.94	18.94	0.00	5.89	1.00	9.40
realistic >conj (but <cc exaggerated)	realistic	but	exaggerated																															1	4.7	ABC	"pattern {A [form=""realistic""]; C [form=""exaggerated""]; B [form=""but""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22realistic%22%5D%3B%20C%20%5Bform%3D%22exaggerated%22%5D%3B%20B%20%5Bform%3D%22but%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	realistic	21.15	21.15	0.01	6.48	1.00	10.73
really <advmod beautiful	really	beautiful																																1	4.7	AB	"pattern {B [form=""beautiful""]; A [form=""really""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22beautiful%22%5D%3B%20A%20%5Bform%3D%22really%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	beautiful	4.28	4.28	0.01	7.02	0.95	0.68
really <advmod big	really	big																																1	4.7	AB	"pattern {B [form=""big""]; A [form=""really""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22big%22%5D%3B%20A%20%5Bform%3D%22really%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	big	4.67	4.67	0.01	7.09	0.96	0.89
really <advmod bronzy	really	bronzy																																1	4.7	AB	"pattern {B [form=""bronzy""]; A [form=""really""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22bronzy%22%5D%3B%20A%20%5Bform%3D%22really%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bronzy	10.06	10.06	0.01	7.36	1.00	4.06
really <advmod buttery	really	buttery																																1	4.7	AB	"pattern {B [form=""buttery""]; A [form=""really""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22buttery%22%5D%3B%20A%20%5Bform%3D%22really%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	buttery	10.06	10.06	0.01	7.36	1.00	4.06
really <advmod heightened	really	heightened																																1	4.7	AB	"pattern {B [form=""heightened""]; A [form=""really""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22heightened%22%5D%3B%20A%20%5Bform%3D%22really%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	heightened	8.06	8.06	0.01	7.34	1.00	2.86
