Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Node H1-form	Node I1-form	Node J1-form	Node K1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
tudi <advmod vsi <det drugi >amod ((za <case izvajanje >nmod (zakona >nmod (o <case gospodarskih <amod družbah))) <nmod pomembni >conj (oziroma <cc (z <case njim) <nmod neločljivo <advmod povezani))	tudi	vsi	drugi	za	izvajanje	zakona	o	gospodarskih	družbah	pomembni	oziroma	z	njim	neločljivo	povezani																							1	3.7	ABCDEFGHIJKLMNO	"pattern {C [form=""drugi""]; A [form=""tudi""]; B [form=""vsi""]; J [form=""pomembni""]; E [form=""izvajanje""]; D [form=""za""]; F [form=""zakona""]; I [form=""družbah""]; G [form=""o""]; H [form=""gospodarskih""]; O [form=""povezani""]; K [form=""oziroma""]; M [form=""njim""]; L [form=""z""]; N [form=""neločljivo""]; C -[advmod]-> A; C -[det]-> B; C -[amod]-> J; J -[nmod]-> E; E -[case]-> D; E -[nmod]-> F; F -[nmod]-> I; I -[case]-> G; I -[amod]-> H; J -[conj]-> O; O -[cc]-> K; O -[nmod]-> M; M -[case]-> L; O -[advmod]-> N; C >> A; C >> B; C << J; J >> E; E >> D; E << F; F << I; I >> G; I >> H; J << O; O >> K; O >> M; M >> L; O >> N} without {C -> X0} without {A -> X1} without {B -> X2} without {J -> X3} without {E -> X4} without {D -> X5} without {F -> X6} without {I -> X7} without {G -> X8} without {H -> X9} without {O -> X10} without {K -> X11} without {M -> X12} without {L -> X13} without {N -> X14}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22drugi%22%5D%3B%20A%20%5Bform%3D%22tudi%22%5D%3B%20B%20%5Bform%3D%22vsi%22%5D%3B%20J%20%5Bform%3D%22pomembni%22%5D%3B%20E%20%5Bform%3D%22izvajanje%22%5D%3B%20D%20%5Bform%3D%22za%22%5D%3B%20F%20%5Bform%3D%22zakona%22%5D%3B%20I%20%5Bform%3D%22dru%C5%BEbah%22%5D%3B%20G%20%5Bform%3D%22o%22%5D%3B%20H%20%5Bform%3D%22gospodarskih%22%5D%3B%20O%20%5Bform%3D%22povezani%22%5D%3B%20K%20%5Bform%3D%22oziroma%22%5D%3B%20M%20%5Bform%3D%22njim%22%5D%3B%20L%20%5Bform%3D%22z%22%5D%3B%20N%20%5Bform%3D%22nelo%C4%8Dljivo%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20-%5Bamod%5D-%3E%20J%3B%20J%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20E%20-%5Bnmod%5D-%3E%20F%3B%20F%20-%5Bnmod%5D-%3E%20I%3B%20I%20-%5Bcase%5D-%3E%20G%3B%20I%20-%5Bamod%5D-%3E%20H%3B%20J%20-%5Bconj%5D-%3E%20O%3B%20O%20-%5Bcc%5D-%3E%20K%3B%20O%20-%5Bnmod%5D-%3E%20M%3B%20M%20-%5Bcase%5D-%3E%20L%3B%20O%20-%5Badvmod%5D-%3E%20N%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20J%3B%20J%20%3E%3E%20E%3B%20E%20%3E%3E%20D%3B%20E%20%3C%3C%20F%3B%20F%20%3C%3C%20I%3B%20I%20%3E%3E%20G%3B%20I%20%3E%3E%20H%3B%20J%20%3C%3C%20O%3B%20O%20%3E%3E%20K%3B%20O%20%3E%3E%20M%3B%20M%20%3E%3E%20L%3B%20O%20%3E%3E%20N%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BJ%20-%3E%20X3%7D%20without%20%7BE%20-%3E%20X4%7D%20without%20%7BD%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BI%20-%3E%20X7%7D%20without%20%7BG%20-%3E%20X8%7D%20without%20%7BH%20-%3E%20X9%7D%20without%20%7BO%20-%3E%20X10%7D%20without%20%7BK%20-%3E%20X11%7D%20without%20%7BM%20-%3E%20X12%7D%20without%20%7BL%20-%3E%20X13%7D%20without%20%7BN%20-%3E%20X14%7D	15	drugi	NaN	NaN	NaN	NaN	NaN	NaN
ubogih >conj trpečih >conj ponižanih >conj razžaljenih >conj (in <cc obubožanih)	ubogih	trpečih	ponižanih	razžaljenih	in	obubožanih																																1	3.7	ABCDEF	"pattern {A [form=""ubogih""]; B [form=""trpečih""]; C [form=""ponižanih""]; D [form=""razžaljenih""]; F [form=""obubožanih""]; E [form=""in""]; A -[conj]-> B; A -[conj]-> C; A -[conj]-> D; A -[conj]-> F; F -[cc]-> E; A << B; A << C; A << D; A << F; F >> E} without {A -> X0} without {B -> X1} without {C -> X2} without {D -> X3} without {F -> X4} without {E -> X5}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ubogih%22%5D%3B%20B%20%5Bform%3D%22trpe%C4%8Dih%22%5D%3B%20C%20%5Bform%3D%22poni%C5%BEanih%22%5D%3B%20D%20%5Bform%3D%22raz%C5%BEaljenih%22%5D%3B%20F%20%5Bform%3D%22obubo%C5%BEanih%22%5D%3B%20E%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20A%20-%5Bconj%5D-%3E%20F%3B%20F%20-%5Bcc%5D-%3E%20E%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%3B%20A%20%3C%3C%20D%3B%20A%20%3C%3C%20F%3B%20F%20%3E%3E%20E%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D%20without%20%7BD%20-%3E%20X3%7D%20without%20%7BF%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D	6	ubogih	77.60	77.60	0.00	4.05	1.00	44.72
udeležene >nmod (v <case zaroti)	udeležene	v	zaroti																																			1	3.7	ABC	"pattern {A [form=""udeležene""]; C [form=""zaroti""]; B [form=""v""]; A -[nmod]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22udele%C5%BEene%22%5D%3B%20C%20%5Bform%3D%22zaroti%22%5D%3B%20B%20%5Bform%3D%22v%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	udeležene	23.66	23.66	0.00	3.19	1.00	12.25
udobno >conj (in <cc gotovo)	udobno	in	gotovo																																			1	3.7	ABC	"pattern {A [form=""udobno""]; C [form=""gotovo""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22udobno%22%5D%3B%20C%20%5Bform%3D%22gotovo%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	udobno	16.98	16.98	0.00	3.05	1.00	8.23
ugodnega >conj (ali <cc neugodnega)	ugodnega	ali	neugodnega																																			1	3.7	ABC	"pattern {A [form=""ugodnega""]; C [form=""neugodnega""]; B [form=""ali""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ugodnega%22%5D%3B%20C%20%5Bform%3D%22neugodnega%22%5D%3B%20B%20%5Bform%3D%22ali%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	ugodnega	24.45	24.45	0.00	5.97	1.00	12.72
umazanega >conj globokega >conj silovitega	umazanega	globokega	silovitega																																			1	3.7	ABC	"pattern {A [form=""umazanega""]; B [form=""globokega""]; C [form=""silovitega""]; A -[conj]-> B; A -[conj]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22umazanega%22%5D%3B%20B%20%5Bform%3D%22globokega%22%5D%3B%20C%20%5Bform%3D%22silovitega%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	umazanega	34.05	34.05	0.60	13.26	1.00	18.50
umetelno <advmod zavitih	umetelno	zavitih																																				1	3.7	AB	"pattern {B [form=""zavitih""]; A [form=""umetelno""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zavitih%22%5D%3B%20A%20%5Bform%3D%22umetelno%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	zavitih	16.44	16.44	0.50	13.00	1.00	7.90
umetniško <advmod (vse <advmod bolj) <advmod razkrojen	umetniško	vse	bolj	razkrojen																																		1	3.7	ABCD	"pattern {D [form=""razkrojen""]; A [form=""umetniško""]; C [form=""bolj""]; B [form=""vse""]; D -[advmod]-> A; D -[advmod]-> C; C -[advmod]-> B; D >> A; D >> C; C >> B} without {D -> X0} without {A -> X1} without {C -> X2} without {B -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BD%20%5Bform%3D%22razkrojen%22%5D%3B%20A%20%5Bform%3D%22umetni%C5%A1ko%22%5D%3B%20C%20%5Bform%3D%22bolj%22%5D%3B%20B%20%5Bform%3D%22vse%22%5D%3B%20D%20-%5Badvmod%5D-%3E%20A%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D	4	razkrojen	36.00	36.00	0.01	6.72	1.00	19.68
uporabljenih >nmod (v <case vprašanju)	uporabljenih	v	vprašanju																																			1	3.7	ABC	"pattern {A [form=""uporabljenih""]; C [form=""vprašanju""]; B [form=""v""]; A -[nmod]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22uporabljenih%22%5D%3B%20C%20%5Bform%3D%22vpra%C5%A1anju%22%5D%3B%20B%20%5Bform%3D%22v%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	uporabljenih	21.08	21.08	0.00	3.19	1.00	10.69
upoštevanja <nmod vreden	upoštevanja	vreden																																				1	3.7	AB	"pattern {B [form=""vreden""]; A [form=""upoštevanja""]; B -[nmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vreden%22%5D%3B%20A%20%5Bform%3D%22upo%C5%A1tevanja%22%5D%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	vreden	14.22	14.22	0.13	11.09	1.00	6.56
upravnem >conj (in <cc sodnem)	upravnem	in	sodnem																																			1	3.7	ABC	"pattern {A [form=""upravnem""]; C [form=""sodnem""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22upravnem%22%5D%3B%20C%20%5Bform%3D%22sodnem%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	upravnem	21.52	21.52	0.00	3.05	1.00	10.96
upravno >conj političnega	upravno	političnega																																				1	3.7	AB	"pattern {A [form=""upravno""]; B [form=""političnega""]; A -[conj]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22upravno%22%5D%3B%20B%20%5Bform%3D%22politi%C4%8Dnega%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	upravno	13.12	13.12	0.15	11.30	1.00	5.90
uprizoritvene >conj (in <cc vizualne)	uprizoritvene	in	vizualne																																			1	3.7	ABC	"pattern {A [form=""uprizoritvene""]; C [form=""vizualne""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22uprizoritvene%22%5D%3B%20C%20%5Bform%3D%22vizualne%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	uprizoritvene	21.94	21.94	0.00	3.05	1.00	11.21
uravnovešeno >conj ljubeznivo >conj elegantno	uravnovešeno	ljubeznivo	elegantno																																			1	3.7	ABC	"pattern {A [form=""uravnovešeno""]; B [form=""ljubeznivo""]; C [form=""elegantno""]; A -[conj]-> B; A -[conj]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22uravnove%C5%A1eno%22%5D%3B%20B%20%5Bform%3D%22ljubeznivo%22%5D%3B%20C%20%5Bform%3D%22elegantno%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	uravnovešeno	34.05	34.05	0.60	13.26	1.00	18.50
urejenih >nmod (s <case koncepti >acl (ki <mark so <cop načini >nmod (kopičenja >nmod objektov) >conj (in <cc hkrati <advmod načini >nmod (vsiljevanja >nmod obveznosti >nmod ljudem))))	urejenih	s	koncepti	ki	so	načini	kopičenja	objektov	in	hkrati	načini	vsiljevanja	obveznosti	ljudem																								1	3.7	ABCDEFGHIJKLMN	"pattern {A [form=""urejenih""]; C [form=""koncepti""]; B [form=""s""]; F [form=""načini""]; D [form=""ki""]; E [form=""so""]; G [form=""kopičenja""]; H [form=""objektov""]; K [form=""načini""]; I [form=""in""]; J [form=""hkrati""]; L [form=""vsiljevanja""]; M [form=""obveznosti""]; N [form=""ljudem""]; A -[nmod]-> C; C -[case]-> B; C -[acl]-> F; F -[mark]-> D; F -[cop]-> E; F -[nmod]-> G; G -[nmod]-> H; F -[conj]-> K; K -[cc]-> I; K -[advmod]-> J; K -[nmod]-> L; L -[nmod]-> M; L -[nmod]-> N; A << C; C >> B; C << F; F >> D; F >> E; F << G; G << H; F << K; K >> I; K >> J; K << L; L << M; L << N} without {A -> X0} without {C -> X1} without {B -> X2} without {F -> X3} without {D -> X4} without {E -> X5} without {G -> X6} without {H -> X7} without {K -> X8} without {I -> X9} without {J -> X10} without {L -> X11} without {M -> X12} without {N -> X13}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22urejenih%22%5D%3B%20C%20%5Bform%3D%22koncepti%22%5D%3B%20B%20%5Bform%3D%22s%22%5D%3B%20F%20%5Bform%3D%22na%C4%8Dini%22%5D%3B%20D%20%5Bform%3D%22ki%22%5D%3B%20E%20%5Bform%3D%22so%22%5D%3B%20G%20%5Bform%3D%22kopi%C4%8Denja%22%5D%3B%20H%20%5Bform%3D%22objektov%22%5D%3B%20K%20%5Bform%3D%22na%C4%8Dini%22%5D%3B%20I%20%5Bform%3D%22in%22%5D%3B%20J%20%5Bform%3D%22hkrati%22%5D%3B%20L%20%5Bform%3D%22vsiljevanja%22%5D%3B%20M%20%5Bform%3D%22obveznosti%22%5D%3B%20N%20%5Bform%3D%22ljudem%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20-%5Bacl%5D-%3E%20F%3B%20F%20-%5Bmark%5D-%3E%20D%3B%20F%20-%5Bcop%5D-%3E%20E%3B%20F%20-%5Bnmod%5D-%3E%20G%3B%20G%20-%5Bnmod%5D-%3E%20H%3B%20F%20-%5Bconj%5D-%3E%20K%3B%20K%20-%5Bcc%5D-%3E%20I%3B%20K%20-%5Badvmod%5D-%3E%20J%3B%20K%20-%5Bnmod%5D-%3E%20L%3B%20L%20-%5Bnmod%5D-%3E%20M%3B%20L%20-%5Bnmod%5D-%3E%20N%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20F%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%3B%20F%20%3C%3C%20G%3B%20G%20%3C%3C%20H%3B%20F%20%3C%3C%20K%3B%20K%20%3E%3E%20I%3B%20K%20%3E%3E%20J%3B%20K%20%3C%3C%20L%3B%20L%20%3C%3C%20M%3B%20L%20%3C%3C%20N%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BF%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BG%20-%3E%20X6%7D%20without%20%7BH%20-%3E%20X7%7D%20without%20%7BK%20-%3E%20X8%7D%20without%20%7BI%20-%3E%20X9%7D%20without%20%7BJ%20-%3E%20X10%7D%20without%20%7BL%20-%3E%20X11%7D%20without%20%7BM%20-%3E%20X12%7D%20without%20%7BN%20-%3E%20X13%7D	14	urejenih	NaN	NaN	NaN	NaN	NaN	NaN
usmerjenega >nmod (k <case vsem <det ključnim <amod bolonjskih <amod temam)	usmerjenega	k	vsem	ključnim	bolonjskih	temam																																1	3.7	ABCDEF	"pattern {A [form=""usmerjenega""]; F [form=""temam""]; B [form=""k""]; C [form=""vsem""]; D [form=""ključnim""]; E [form=""bolonjskih""]; A -[nmod]-> F; F -[case]-> B; F -[det]-> C; F -[amod]-> D; F -[amod]-> E; A << F; F >> B; F >> C; F >> D; F >> E} without {A -> X0} without {F -> X1} without {B -> X2} without {C -> X3} without {D -> X4} without {E -> X5}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22usmerjenega%22%5D%3B%20F%20%5Bform%3D%22temam%22%5D%3B%20B%20%5Bform%3D%22k%22%5D%3B%20C%20%5Bform%3D%22vsem%22%5D%3B%20D%20%5Bform%3D%22klju%C4%8Dnim%22%5D%3B%20E%20%5Bform%3D%22bolonjskih%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20F%3B%20F%20-%5Bcase%5D-%3E%20B%3B%20F%20-%5Bdet%5D-%3E%20C%3B%20F%20-%5Bamod%5D-%3E%20D%3B%20F%20-%5Bamod%5D-%3E%20E%3B%20A%20%3C%3C%20F%3B%20F%20%3E%3E%20B%3B%20F%20%3E%3E%20C%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BF%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D	6	usmerjenega	76.44	76.44	0.02	8.55	1.00	44.02
usmerjenim >nmod (v <case mlečno <amod proizvodnjo)	usmerjenim	v	mlečno	proizvodnjo																																		1	3.7	ABCD	"pattern {A [form=""usmerjenim""]; D [form=""proizvodnjo""]; B [form=""v""]; C [form=""mlečno""]; A -[nmod]-> D; D -[case]-> B; D -[amod]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22usmerjenim%22%5D%3B%20D%20%5Bform%3D%22proizvodnjo%22%5D%3B%20B%20%5Bform%3D%22v%22%5D%3B%20C%20%5Bform%3D%22mle%C4%8Dno%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	usmerjenim	38.10	38.10	0.00	3.60	1.00	20.94
uspavalne >conj (in <cc pomirjevalne)	uspavalne	in	pomirjevalne																																			1	3.7	ABC	"pattern {A [form=""uspavalne""]; C [form=""pomirjevalne""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22uspavalne%22%5D%3B%20C%20%5Bform%3D%22pomirjevalne%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	uspavalne	23.52	23.52	0.00	3.05	1.00	12.16
uspešne >conj (in <cc (že <advmod vsepovsod) <advmod navzoče)	uspešne	in	že	vsepovsod	navzoče																																	1	3.7	ABCDE	"pattern {A [form=""uspešne""]; E [form=""navzoče""]; B [form=""in""]; D [form=""vsepovsod""]; C [form=""že""]; A -[conj]-> E; E -[cc]-> B; E -[advmod]-> D; D -[advmod]-> C; A << E; E >> B; E >> D; D >> C} without {A -> X0} without {E -> X1} without {B -> X2} without {D -> X3} without {C -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22uspe%C5%A1ne%22%5D%3B%20E%20%5Bform%3D%22navzo%C4%8De%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20D%20%5Bform%3D%22vsepovsod%22%5D%3B%20C%20%5Bform%3D%22%C5%BEe%22%5D%3B%20A%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20B%3B%20E%20-%5Badvmod%5D-%3E%20D%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BD%20-%3E%20X3%7D%20without%20%7BC%20-%3E%20X4%7D	5	uspešne	44.63	44.63	0.00	3.66	1.00	24.87
uspešno >conj (in <cc dobičkonosno)	uspešno	in	dobičkonosno																																			1	3.7	ABC	"pattern {A [form=""uspešno""]; C [form=""dobičkonosno""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22uspe%C5%A1no%22%5D%3B%20C%20%5Bform%3D%22dobi%C4%8Dkonosno%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	uspešno	18.27	18.27	0.00	3.04	1.00	9.00
