Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
regularly >conj (and <cc highly)	regularly	and	highly																					1	4.7	ABC	"pattern {A [form=""regularly""]; C [form=""highly""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22regularly%22%5D%3B%20C%20%5Bform%3D%22highly%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	regularly	15.72	15.72	0.00	3.31	1.00	7.47
relative >obl (to <case McMurdo <compound Station)	relative	to	McMurdo	Station																				1	4.7	ABCD	"pattern {A [form=""relative""]; D [form=""Station""]; B [form=""to""]; C [form=""McMurdo""]; A -[obl]-> D; D -[case]-> B; D -[compound]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22relative%22%5D%3B%20D%20%5Bform%3D%22Station%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20%5Bform%3D%22McMurdo%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	relative	34.80	34.80	0.00	3.88	1.00	18.95
relatively <advmod fast	relatively	fast																						1	4.7	AB	"pattern {B [form=""fast""]; A [form=""relatively""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22fast%22%5D%3B%20A%20%5Bform%3D%22relatively%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	fast	10.29	10.29	0.08	10.30	1.00	4.20
responsibly >conj (and <cc peacefully)	responsibly	and	peacefully																					1	4.7	ABC	"pattern {A [form=""responsibly""]; C [form=""peacefully""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22responsibly%22%5D%3B%20C%20%5Bform%3D%22peacefully%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	responsibly	19.53	19.53	0.00	3.31	1.00	9.76
right <advmod after	right	after																						1	4.7	AB	"pattern {B [form=""after""]; A [form=""right""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22after%22%5D%3B%20A%20%5Bform%3D%22right%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	after	3.33	3.33	0.01	6.82	0.90	0.21
right <advmod away	right	away																						1	4.7	AB	"pattern {B [form=""away""]; A [form=""right""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22away%22%5D%3B%20A%20%5Bform%3D%22right%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	away	4.17	4.17	0.01	7.19	0.94	0.62
right <advmod there >advmod too	right	there	too																					1	4.7	ABC	"pattern {B [form=""there""]; A [form=""right""]; C [form=""too""]; B -[advmod]-> A; B -[advmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22there%22%5D%3B%20A%20%5Bform%3D%22right%22%5D%3B%20C%20%5Bform%3D%22too%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	there	12.86	12.86	0.00	6.17	1.00	5.74
right <advmod up	right	up																						1	4.7	AB	"pattern {B [form=""up""]; A [form=""right""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22up%22%5D%3B%20A%20%5Bform%3D%22right%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	up	2.10	2.10	0.00	6.06	0.77	-0.27
right <advmod where >advcl:relcl (you <nsubj are)	right	where	you	are																				1	4.7	ABCD	"pattern {B [form=""where""]; A [form=""right""]; D [form=""are""]; C [form=""you""]; B -[advmod]-> A; B -[advcl:relcl]-> D; D -[nsubj]-> C; B >> A; B << D; D >> C} without {B -> X0} without {A -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22where%22%5D%3B%20A%20%5Bform%3D%22right%22%5D%3B%20D%20%5Bform%3D%22are%22%5D%3B%20C%20%5Bform%3D%22you%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Badvcl%3Arelcl%5D-%3E%20D%3B%20D%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	where	17.80	17.80	0.00	4.46	1.00	8.72
right <amod handed	right	handed																						1	4.7	AB	"pattern {B [form=""handed""]; A [form=""right""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22handed%22%5D%3B%20A%20%5Bform%3D%22right%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	handed	7.74	7.74	0.01	7.78	1.00	2.67
second <advmod most	second	most																						1	4.7	AB	"pattern {B [form=""most""]; A [form=""second""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22most%22%5D%3B%20A%20%5Bform%3D%22second%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	most	4.39	4.39	0.01	7.13	0.95	0.74
slightly <advmod more	slightly	more																						1	4.7	AB	"pattern {B [form=""more""]; A [form=""slightly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22more%22%5D%3B%20A%20%5Bform%3D%22slightly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	more	5.51	5.51	0.01	6.57	0.98	1.36
slowly >conj (and <cc uncertainly)	slowly	and	uncertainly																					1	4.7	ABC	"pattern {A [form=""slowly""]; C [form=""uncertainly""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22slowly%22%5D%3B%20C%20%5Bform%3D%22uncertainly%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	slowly	19.53	19.53	0.00	3.31	1.00	9.76
slowly >conj (but <cc steadily)	slowly	but	steadily																					1	4.7	ABC	"pattern {A [form=""slowly""]; C [form=""steadily""]; B [form=""but""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22slowly%22%5D%3B%20C%20%5Bform%3D%22steadily%22%5D%3B%20B%20%5Bform%3D%22but%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	slowly	20.41	20.41	0.01	6.47	1.00	10.29
smartly >conj (and <cc respectfully)	smartly	and	respectfully																					1	4.7	ABC	"pattern {A [form=""smartly""]; C [form=""respectfully""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22smartly%22%5D%3B%20C%20%5Bform%3D%22respectfully%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	smartly	22.12	22.12	0.00	3.31	1.00	11.32
so <advmod bad	so	bad																						1	4.7	AB	"pattern {B [form=""bad""]; A [form=""so""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22bad%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bad	3.53	3.53	0.00	6.01	0.91	0.30
so <advmod beautifully >advcl (that <mark it <nsubj gladdened >obj (my <nmod:poss old <amod heart) >conj (and <cc I <nsubj could <aux n't <advmod help >advcl (singing >advmod too)))	so	beautifully	that	it	gladdened	my	old	heart	and	I	could	n't	help	singing	too									1	4.7	ABCDEFGHIJKLMNO	"pattern {B [form=""beautifully""]; A [form=""so""]; E [form=""gladdened""]; C [form=""that""]; D [form=""it""]; H [form=""heart""]; F [form=""my""]; G [form=""old""]; M [form=""help""]; I [form=""and""]; J [form=""I""]; K [form=""could""]; L [form=""n't""]; N [form=""singing""]; O [form=""too""]; B -[advmod]-> A; B -[advcl]-> E; E -[mark]-> C; E -[nsubj]-> D; E -[obj]-> H; H -[nmod:poss]-> F; H -[amod]-> G; E -[conj]-> M; M -[cc]-> I; M -[nsubj]-> J; M -[aux]-> K; M -[advmod]-> L; M -[advcl]-> N; N -[advmod]-> O; B >> A; B << E; E >> C; E >> D; E << H; H >> F; H >> G; E << M; M >> I; M >> J; M >> K; M >> L; M << N; N << O} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4} without {H -> X5} without {F -> X6} without {G -> X7} without {M -> X8} without {I -> X9} without {J -> X10} without {K -> X11} without {L -> X12} without {N -> X13} without {O -> X14}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22beautifully%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20E%20%5Bform%3D%22gladdened%22%5D%3B%20C%20%5Bform%3D%22that%22%5D%3B%20D%20%5Bform%3D%22it%22%5D%3B%20H%20%5Bform%3D%22heart%22%5D%3B%20F%20%5Bform%3D%22my%22%5D%3B%20G%20%5Bform%3D%22old%22%5D%3B%20M%20%5Bform%3D%22help%22%5D%3B%20I%20%5Bform%3D%22and%22%5D%3B%20J%20%5Bform%3D%22I%22%5D%3B%20K%20%5Bform%3D%22could%22%5D%3B%20L%20%5Bform%3D%22n%27t%22%5D%3B%20N%20%5Bform%3D%22singing%22%5D%3B%20O%20%5Bform%3D%22too%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Badvcl%5D-%3E%20E%3B%20E%20-%5Bmark%5D-%3E%20C%3B%20E%20-%5Bnsubj%5D-%3E%20D%3B%20E%20-%5Bobj%5D-%3E%20H%3B%20H%20-%5Bnmod%3Aposs%5D-%3E%20F%3B%20H%20-%5Bamod%5D-%3E%20G%3B%20E%20-%5Bconj%5D-%3E%20M%3B%20M%20-%5Bcc%5D-%3E%20I%3B%20M%20-%5Bnsubj%5D-%3E%20J%3B%20M%20-%5Baux%5D-%3E%20K%3B%20M%20-%5Badvmod%5D-%3E%20L%3B%20M%20-%5Badvcl%5D-%3E%20N%3B%20N%20-%5Badvmod%5D-%3E%20O%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%3B%20E%20%3C%3C%20H%3B%20H%20%3E%3E%20F%3B%20H%20%3E%3E%20G%3B%20E%20%3C%3C%20M%3B%20M%20%3E%3E%20I%3B%20M%20%3E%3E%20J%3B%20M%20%3E%3E%20K%3B%20M%20%3E%3E%20L%3B%20M%20%3C%3C%20N%3B%20N%20%3C%3C%20O%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BH%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BM%20-%3E%20X8%7D%20without%20%7BI%20-%3E%20X9%7D%20without%20%7BJ%20-%3E%20X10%7D%20without%20%7BK%20-%3E%20X11%7D%20without%20%7BL%20-%3E%20X12%7D%20without%20%7BN%20-%3E%20X13%7D%20without%20%7BO%20-%3E%20X14%7D	15	beautifully	NaN	NaN	NaN	NaN	NaN	NaN
so <advmod desperately	so	desperately																						1	4.7	AB	"pattern {B [form=""desperately""]; A [form=""so""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22desperately%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	desperately	7.81	7.81	0.00	6.11	1.00	2.71
so <advmod early >obl (in <case his <nmod:poss career)	so	early	in	his	career																			1	4.7	ABCDE	"pattern {B [form=""early""]; A [form=""so""]; E [form=""career""]; C [form=""in""]; D [form=""his""]; B -[advmod]-> A; B -[obl]-> E; E -[case]-> C; E -[nmod:poss]-> D; B >> A; B << E; E >> C; E >> D} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22early%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20E%20%5Bform%3D%22career%22%5D%3B%20C%20%5Bform%3D%22in%22%5D%3B%20D%20%5Bform%3D%22his%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bobl%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bnmod%3Aposs%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	early	31.58	31.58	0.00	4.26	1.00	17.01
so <advmod easily	so	easily																						1	4.7	AB	"pattern {B [form=""easily""]; A [form=""so""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22easily%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	easily	4.81	4.81	0.00	6.07	0.96	0.97
so <advmod far >advcl (as <mark he <nsubj:pass was <aux:pass humored >obl:agent (by <case those >nmod (around <case him)))	so	far	as	he	was	humored	by	those	around	him														1	4.7	ABCDEFGHIJ	"pattern {B [form=""far""]; A [form=""so""]; F [form=""humored""]; C [form=""as""]; D [form=""he""]; E [form=""was""]; H [form=""those""]; G [form=""by""]; J [form=""him""]; I [form=""around""]; B -[advmod]-> A; B -[advcl]-> F; F -[mark]-> C; F -[nsubj:pass]-> D; F -[aux:pass]-> E; F -[obl:agent]-> H; H -[case]-> G; H -[nmod]-> J; J -[case]-> I; B >> A; B << F; F >> C; F >> D; F >> E; F << H; H >> G; H << J; J >> I} without {B -> X0} without {A -> X1} without {F -> X2} without {C -> X3} without {D -> X4} without {E -> X5} without {H -> X6} without {G -> X7} without {J -> X8} without {I -> X9}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22far%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20F%20%5Bform%3D%22humored%22%5D%3B%20C%20%5Bform%3D%22as%22%5D%3B%20D%20%5Bform%3D%22he%22%5D%3B%20E%20%5Bform%3D%22was%22%5D%3B%20H%20%5Bform%3D%22those%22%5D%3B%20G%20%5Bform%3D%22by%22%5D%3B%20J%20%5Bform%3D%22him%22%5D%3B%20I%20%5Bform%3D%22around%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Badvcl%5D-%3E%20F%3B%20F%20-%5Bmark%5D-%3E%20C%3B%20F%20-%5Bnsubj%3Apass%5D-%3E%20D%3B%20F%20-%5Baux%3Apass%5D-%3E%20E%3B%20F%20-%5Bobl%3Aagent%5D-%3E%20H%3B%20H%20-%5Bcase%5D-%3E%20G%3B%20H%20-%5Bnmod%5D-%3E%20J%3B%20J%20-%5Bcase%5D-%3E%20I%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20F%3B%20F%20%3E%3E%20C%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%3B%20F%20%3C%3C%20H%3B%20H%20%3E%3E%20G%3B%20H%20%3C%3C%20J%3B%20J%20%3E%3E%20I%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BF%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BH%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BJ%20-%3E%20X8%7D%20without%20%7BI%20-%3E%20X9%7D	10	far	83.80	83.80	0.00	5.19	1.00	48.45
so <advmod far >advcl (as <mark to <mark build >obj (a <det new <amod building >acl (to <mark house >obj (an <det orbiter))))	so	far	as	to	build	a	new	building	to	house	an	orbiter												1	4.7	ABCDEFGHIJKL	"pattern {B [form=""far""]; A [form=""so""]; E [form=""build""]; C [form=""as""]; D [form=""to""]; H [form=""building""]; F [form=""a""]; G [form=""new""]; J [form=""house""]; I [form=""to""]; L [form=""orbiter""]; K [form=""an""]; B -[advmod]-> A; B -[advcl]-> E; E -[mark]-> C; E -[mark]-> D; E -[obj]-> H; H -[det]-> F; H -[amod]-> G; H -[acl]-> J; J -[mark]-> I; J -[obj]-> L; L -[det]-> K; B >> A; B << E; E >> C; E >> D; E << H; H >> F; H >> G; H << J; J >> I; J << L; L >> K} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4} without {H -> X5} without {F -> X6} without {G -> X7} without {J -> X8} without {I -> X9} without {L -> X10} without {K -> X11}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22far%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20E%20%5Bform%3D%22build%22%5D%3B%20C%20%5Bform%3D%22as%22%5D%3B%20D%20%5Bform%3D%22to%22%5D%3B%20H%20%5Bform%3D%22building%22%5D%3B%20F%20%5Bform%3D%22a%22%5D%3B%20G%20%5Bform%3D%22new%22%5D%3B%20J%20%5Bform%3D%22house%22%5D%3B%20I%20%5Bform%3D%22to%22%5D%3B%20L%20%5Bform%3D%22orbiter%22%5D%3B%20K%20%5Bform%3D%22an%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Badvcl%5D-%3E%20E%3B%20E%20-%5Bmark%5D-%3E%20C%3B%20E%20-%5Bmark%5D-%3E%20D%3B%20E%20-%5Bobj%5D-%3E%20H%3B%20H%20-%5Bdet%5D-%3E%20F%3B%20H%20-%5Bamod%5D-%3E%20G%3B%20H%20-%5Bacl%5D-%3E%20J%3B%20J%20-%5Bmark%5D-%3E%20I%3B%20J%20-%5Bobj%5D-%3E%20L%3B%20L%20-%5Bdet%5D-%3E%20K%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%3B%20E%20%3C%3C%20H%3B%20H%20%3E%3E%20F%3B%20H%20%3E%3E%20G%3B%20H%20%3C%3C%20J%3B%20J%20%3E%3E%20I%3B%20J%20%3C%3C%20L%3B%20L%20%3E%3E%20K%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BH%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BJ%20-%3E%20X8%7D%20without%20%7BI%20-%3E%20X9%7D%20without%20%7BL%20-%3E%20X10%7D%20without%20%7BK%20-%3E%20X11%7D	12	far	NaN	NaN	NaN	NaN	NaN	NaN
so <advmod happily	so	happily																						1	4.7	AB	"pattern {B [form=""happily""]; A [form=""so""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22happily%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	happily	7.23	7.23	0.00	6.11	0.99	2.37
